Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Discounted Price,Order Date,Month_Year,Month-Year
Second Class,Consumer,United States,Avondale,Arizona,85323,West,Office Supplies,Art,14.576,2,0.2,2.3686,0.16,11.66,2022-07-30 12:20:21.170809952,2022-07,2022-07
Second Class,Consumer,United States,Avondale,Arizona,85323,West,Technology,Accessories,23.2,2,0.2,1.45,0.06,18.56,2022-07-30 16:43:47.105052128,2022-07,2022-07
Second Class,Consumer,United States,Avondale,Arizona,85323,West,Office Supplies,Art,16.464,7,0.2,1.8522,0.11,13.17,2022-07-30 21:07:13.039294304,2022-07,2022-07
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,19.312,2,0.2,3.1382,0.16,15.45,2022-07-31 01:30:38.973536480,2022-07,2022-07
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,40.08,6,0.0,19.2384,0.48,40.08,2022-07-31 05:54:04.907778656,2022-07,2022-07
Standard Class,Corporate,United States,Bangor,Maine,4401,East,Office Supplies,Appliances,101.96,2,0.0,27.5292,0.27,101.96,2022-07-31 10:17:30.842020832,2022-07,2022-07
Standard Class,Corporate,United States,Bangor,Maine,4401,East,Office Supplies,Paper,259.74,13,0.0,124.6752,0.48,259.74,2022-07-31 14:40:56.776263040,2022-07,2022-07
Standard Class,Corporate,United States,Bangor,Maine,4401,East,Technology,Accessories,255.42,9,0.0,104.7222,0.41,255.42,2022-07-31 19:04:22.710505216,2022-07,2022-07
Standard Class,Home Office,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Binders,4.338,3,0.7,-3.0366,-0.7,1.3,2022-07-31 23:27:48.644747392,2022-07,2022-07
Standard Class,Home Office,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Binders,11.88,5,0.7,-7.92,-0.67,3.56,2022-08-01 03:51:14.578989568,2022-08,2022-08
Standard Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Furniture,Bookcases,405.86,7,0.0,32.4688,0.08,405.86,2022-08-01 08:14:40.513231744,2022-08,2022-08
Standard Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Furniture,Chairs,680.01,3,0.0,176.8026,0.26,680.01,2022-08-01 12:38:06.447473920,2022-08,2022-08
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,2.376,3,0.2,0.7425,0.31,1.9,2022-08-01 17:01:32.381716128,2022-08,2022-08
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,143.128,2,0.8,-393.602,-2.75,28.63,2022-08-01 21:24:58.315958304,2022-08,2022-08
Second Class,Consumer,United States,San Diego,California,92037,West,Technology,Machines,4476.8,4,0.2,503.64,0.11,3581.44,2022-08-02 01:48:24.250200480,2022-08,2022-08
Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,104.85,1,0.0,50.328,0.48,104.85,2022-08-02 06:11:50.184442656,2022-08,2022-08
Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Appliances,241.44,3,0.0,72.432,0.3,241.44,2022-08-02 10:35:16.118684832,2022-08,2022-08
Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,319.76,14,0.0,147.0896,0.46,319.76,2022-08-02 14:58:42.052927008,2022-08,2022-08
Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,45.68,2,0.0,21.0128,0.46,45.68,2022-08-02 19:22:07.987169216,2022-08,2022-08
Same Day,Home Office,United States,Oxnard,California,93030,West,Furniture,Furnishings,31.96,2,0.0,1.598,0.05,31.96,2022-08-02 23:45:33.921411392,2022-08,2022-08
Same Day,Home Office,United States,Oxnard,California,93030,West,Office Supplies,Paper,47.9,1,0.0,22.992,0.48,47.9,2022-08-03 04:08:59.855653568,2022-08,2022-08
Same Day,Home Office,United States,Oxnard,California,93030,West,Office Supplies,Storage,1112.94,3,0.0,222.588,0.2,1112.94,2022-08-03 08:32:25.789895744,2022-08,2022-08
Same Day,Home Office,United States,Oxnard,California,93030,West,Office Supplies,Envelopes,22.92,3,0.0,11.2308,0.49,22.92,2022-08-03 12:55:51.724137920,2022-08,2022-08
Second Class,Consumer,United States,Kent,Washington,98031,West,Technology,Phones,71.976,3,0.2,8.997,0.12,57.58,2022-08-03 17:19:17.658380096,2022-08,2022-08
Second Class,Consumer,United States,Kent,Washington,98031,West,Office Supplies,Paper,19.44,3,0.0,9.3312,0.48,19.44,2022-08-03 21:42:43.592622304,2022-08,2022-08
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Binders,31.086,3,0.7,-20.724,-0.67,9.33,2022-08-04 02:06:09.526864480,2022-08,2022-08
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,13.98,2,0.0,3.9144,0.28,13.98,2022-08-04 06:29:35.461106656,2022-08,2022-08
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,23.65,1,0.0,6.149,0.26,23.65,2022-08-04 10:53:01.395348832,2022-08,2022-08
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Phones,707.88,3,0.2,44.2425,0.06,566.3,2022-08-04 15:16:27.329591008,2022-08,2022-08
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Binders,11.952,3,0.2,4.1832,0.35,9.56,2022-08-04 19:39:53.263833184,2022-08,2022-08
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Binders,31.128,3,0.2,11.673,0.38,24.9,2022-08-05 00:03:19.198075360,2022-08,2022-08
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Accessories,55.76,4,0.0,7.8064,0.14,55.76,2022-08-05 04:26:45.132317568,2022-08,2022-08
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Paper,24.56,2,0.0,11.5432,0.47,24.56,2022-08-05 08:50:11.066559744,2022-08,2022-08
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,51.75,1,0.0,15.525,0.3,51.75,2022-08-05 13:13:37.000801920,2022-08,2022-08
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Chairs,207.184,1,0.2,25.898,0.12,165.75,2022-08-05 17:37:02.935044096,2022-08,2022-08
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Appliances,1473.1,5,0.0,412.468,0.28,1473.1,2022-08-05 22:00:28.869286272,2022-08,2022-08
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Supplies,3.488,2,0.2,-0.6976,-0.2,2.79,2022-08-06 02:23:54.803528448,2022-08,2022-08
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Technology,Accessories,21.728,4,0.2,3.8024,0.18,17.38,2022-08-06 06:47:20.737770656,2022-08,2022-08
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Storage,663.072,6,0.2,-165.768,-0.25,530.46,2022-08-06 11:10:46.672012832,2022-08,2022-08
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Binders,99.588,2,0.7,-82.99,-0.83,29.88,2022-08-06 15:34:12.606255008,2022-08,2022-08
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Paper,49.568,2,0.2,15.49,0.31,39.65,2022-08-06 19:57:38.540497184,2022-08,2022-08
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,29.372,7,0.8,-46.9952,-1.6,5.87,2022-08-07 00:21:04.474739360,2022-08,2022-08
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Phones,344.704,2,0.2,38.7792,0.11,275.76,2022-08-07 04:44:30.408981536,2022-08,2022-08
Standard Class,Consumer,United States,Avondale,Arizona,85323,West,Office Supplies,Supplies,47.992,7,0.2,3.5994,0.08,38.39,2022-08-07 09:07:56.343223744,2022-08,2022-08
Standard Class,Consumer,United States,Avondale,Arizona,85323,West,Technology,Accessories,102.24,4,0.2,-16.614,-0.16,81.79,2022-08-07 13:31:22.277465920,2022-08,2022-08
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,39.96,2,0.0,19.1808,0.48,39.96,2022-08-07 17:54:48.211708096,2022-08,2022-08
Standard Class,Consumer,United States,San Jose,California,95123,West,Technology,Phones,1432.0,5,0.2,125.3,0.09,1145.6,2022-08-07 22:18:14.145950272,2022-08,2022-08
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Supplies,41.04,6,0.0,11.0808,0.27,41.04,2022-08-08 02:41:40.080192448,2022-08,2022-08
Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Chairs,256.784,1,0.2,32.098,0.12,205.43,2022-08-08 07:05:06.014434624,2022-08,2022-08
First Class,Consumer,United States,Perth Amboy,New Jersey,8861,East,Furniture,Bookcases,120.98,1,0.0,12.098,0.1,120.98,2022-08-08 11:28:31.948676832,2022-08,2022-08
First Class,Consumer,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Binders,315.98,1,0.0,148.5106,0.47,315.98,2022-08-08 15:51:57.882919008,2022-08,2022-08
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,28.752,3,0.2,10.0632,0.35,23.0,2022-08-08 20:15:23.817161184,2022-08,2022-08
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,114.95,5,0.0,32.186,0.28,114.95,2022-08-09 00:38:49.751403360,2022-08,2022-08
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,23.04,8,0.0,6.912,0.3,23.04,2022-08-09 05:02:15.685645536,2022-08,2022-08
Same Day,Consumer,United States,Milford,Connecticut,6460,East,Office Supplies,Art,15.48,3,0.0,4.4892,0.29,15.48,2022-08-09 09:25:41.619887712,2022-08,2022-08
Same Day,Consumer,United States,Milford,Connecticut,6460,East,Office Supplies,Paper,51.84,8,0.0,24.8832,0.48,51.84,2022-08-09 13:49:07.554129920,2022-08,2022-08
Standard Class,Consumer,United States,Bloomington,Illinois,61701,Central,Technology,Accessories,39.816,3,0.2,7.4655,0.19,31.85,2022-08-09 18:12:33.488372096,2022-08,2022-08
Second Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Storage,16.06,1,0.0,4.1756,0.26,16.06,2022-08-09 22:35:59.422614272,2022-08,2022-08
Second Class,Home Office,United States,Burlington,Iowa,52601,Central,Office Supplies,Envelopes,7.28,1,0.0,3.4944,0.48,7.28,2022-08-10 02:59:25.356856448,2022-08,2022-08
Second Class,Home Office,United States,Burlington,Iowa,52601,Central,Office Supplies,Binders,5.4,3,0.0,2.592,0.48,5.4,2022-08-10 07:22:51.291098624,2022-08,2022-08
Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,19.44,3,0.0,9.3312,0.48,19.44,2022-08-10 11:46:17.225340800,2022-08,2022-08
Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,39.88,2,0.0,11.1664,0.28,39.88,2022-08-10 16:09:43.159583008,2022-08,2022-08
Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,79.44,3,0.0,28.5984,0.36,79.44,2022-08-10 20:33:09.093825184,2022-08,2022-08
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,20.664,7,0.2,6.9741,0.34,16.53,2022-08-11 00:56:35.028067360,2022-08,2022-08
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,32.4,5,0.0,15.552,0.48,32.4,2022-08-11 05:20:00.962309536,2022-08,2022-08
Standard Class,Corporate,United States,Odessa,Texas,79762,Central,Office Supplies,Appliances,13.762,1,0.8,-24.7716,-1.8,2.75,2022-08-11 09:43:26.896551712,2022-08,2022-08
First Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Envelopes,15.28,2,0.0,7.4872,0.49,15.28,2022-08-11 14:06:52.830793888,2022-08,2022-08
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,44.688,7,0.2,3.3516,0.08,35.75,2022-08-11 18:30:18.765036096,2022-08,2022-08
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,301.47,3,0.5,-204.9996,-0.68,150.74,2022-08-11 22:53:44.699278272,2022-08,2022-08
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Office Supplies,Labels,11.07,3,0.0,5.2029,0.47,11.07,2022-08-12 03:17:10.633520448,2022-08,2022-08
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Tables,1504.52,4,0.0,346.0396,0.23,1504.52,2022-08-12 07:40:36.567762624,2022-08,2022-08
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Office Supplies,Paper,25.92,4,0.0,12.4416,0.48,25.92,2022-08-12 12:04:02.502004800,2022-08,2022-08
Same Day,Home Office,United States,Bryan,Texas,77803,Central,Office Supplies,Binders,7.536,6,0.8,-13.188,-1.75,1.51,2022-08-12 16:27:28.436246976,2022-08,2022-08
Same Day,Home Office,United States,Bryan,Texas,77803,Central,Office Supplies,Binders,1.408,2,0.8,-2.3232,-1.65,0.28,2022-08-12 20:50:54.370489184,2022-08,2022-08
Same Day,Home Office,United States,Bryan,Texas,77803,Central,Office Supplies,Binders,4.144,4,0.8,-6.4232,-1.55,0.83,2022-08-13 01:14:20.304731360,2022-08,2022-08
Same Day,Home Office,United States,Bryan,Texas,77803,Central,Office Supplies,Storage,52.752,3,0.2,-12.5286,-0.24,42.2,2022-08-13 05:37:46.238973536,2022-08,2022-08
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,381.36,7,0.0,106.7808,0.28,381.36,2022-08-13 10:01:12.173215712,2022-08,2022-08
Same Day,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Art,6.72,4,0.0,3.36,0.5,6.72,2022-08-13 14:24:38.107457888,2022-08,2022-08
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,15.192,3,0.2,5.5071,0.36,12.15,2022-08-13 18:48:04.041700064,2022-08,2022-08
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,58.32,9,0.0,27.9936,0.48,58.32,2022-08-13 23:11:29.975942272,2022-08,2022-08
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,946.764,6,0.7,-694.2936,-0.73,284.03,2022-08-14 03:34:55.910184448,2022-08,2022-08
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,94.68,9,0.0,31.2444,0.33,94.68,2022-08-14 07:58:21.844426624,2022-08,2022-08
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Storage,23.67,3,0.0,0.9468,0.04,23.67,2022-08-14 12:21:47.778668800,2022-08,2022-08
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,1091.168,4,0.2,68.198,0.06,872.93,2022-08-14 16:45:13.712910976,2022-08,2022-08
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,18.69,7,0.0,5.2332,0.28,18.69,2022-08-14 21:08:39.647153152,2022-08,2022-08
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Tables,568.728,3,0.2,28.4364,0.05,454.98,2022-08-15 01:32:05.581395328,2022-08,2022-08
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,7.312,1,0.2,2.5592,0.35,5.85,2022-08-15 05:55:31.515637536,2022-08,2022-08
First Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,147.568,2,0.2,-3.6892,-0.02,118.05,2022-08-15 10:18:57.449879712,2022-08,2022-08
Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,56.784,7,0.2,20.5842,0.36,45.43,2022-08-15 14:42:23.384121888,2022-08,2022-08
Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Office Supplies,Binders,5.607,3,0.7,-3.9249,-0.7,1.68,2022-08-15 19:05:49.318364064,2022-08,2022-08
Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Office Supplies,Art,6.576,3,0.2,0.5754,0.09,5.26,2022-08-15 23:29:15.252606240,2022-08,2022-08
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,14.304,6,0.2,4.6488,0.32,11.44,2022-08-16 03:52:41.186848416,2022-08,2022-08
Standard Class,Home Office,United States,San Francisco,California,94122,West,Furniture,Bookcases,119.833,1,0.15,7.049,0.06,101.86,2022-08-16 08:16:07.121090624,2022-08,2022-08
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Art,5.56,2,0.0,2.224,0.4,5.56,2022-08-16 12:39:33.055332800,2022-08,2022-08
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,32.4,5,0.0,15.552,0.48,32.4,2022-08-16 17:02:58.989574976,2022-08,2022-08
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Art,9.84,3,0.0,2.8536,0.29,9.84,2022-08-16 21:26:24.923817152,2022-08,2022-08
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Art,2.78,1,0.0,0.7228,0.26,2.78,2022-08-17 01:49:50.858059328,2022-08,2022-08
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,3.64,1,0.2,1.365,0.38,2.91,2022-08-17 06:13:16.792301504,2022-08,2022-08
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,881.93,7,0.0,220.4825,0.25,881.93,2022-08-17 10:36:42.726543712,2022-08,2022-08
Standard Class,Corporate,United States,Marion,Iowa,52302,Central,Office Supplies,Binders,115.84,8,0.0,54.4448,0.47,115.84,2022-08-17 15:00:08.660785888,2022-08,2022-08
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,107.648,2,0.2,33.64,0.31,86.12,2022-08-17 19:23:34.595028064,2022-08,2022-08
Second Class,Consumer,United States,Pine Bluff,Arkansas,71603,South,Technology,Accessories,199.95,5,0.0,63.984,0.32,199.95,2022-08-17 23:47:00.529270240,2022-08,2022-08
Second Class,Consumer,United States,Pine Bluff,Arkansas,71603,South,Office Supplies,Paper,12.96,2,0.0,6.2208,0.48,12.96,2022-08-18 04:10:26.463512416,2022-08,2022-08
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Furniture,Chairs,60.89,1,0.0,15.2225,0.25,60.89,2022-08-18 08:33:52.397754592,2022-08,2022-08
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Labels,14.94,3,0.0,6.8724,0.46,14.94,2022-08-18 12:57:18.331996800,2022-08,2022-08
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Binders,9.64,2,0.0,4.4344,0.46,9.64,2022-08-18 17:20:44.266238976,2022-08,2022-08
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Furniture,Furnishings,332.94,3,0.0,53.2704,0.16,332.94,2022-08-18 21:44:10.200481152,2022-08,2022-08
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Binders,51.9,3,0.0,24.393,0.47,51.9,2022-08-19 02:07:36.134723328,2022-08,2022-08
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Storage,64.96,2,0.0,2.5984,0.04,64.96,2022-08-19 06:31:02.068965504,2022-08,2022-08
Second Class,Consumer,United States,Aberdeen,South Dakota,57401,Central,Office Supplies,Supplies,25.5,3,0.0,6.63,0.26,25.5,2022-08-19 10:54:28.003207680,2022-08,2022-08
Same Day,Home Office,United States,Seattle,Washington,98103,West,Furniture,Chairs,215.976,3,0.2,-2.6997,-0.01,172.78,2022-08-19 15:17:53.937449888,2022-08,2022-08
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Appliances,269.91,5,0.1,53.982,0.2,242.92,2022-08-19 19:41:19.871692064,2022-08,2022-08
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Office Supplies,Binders,11.673,3,0.7,-7.782,-0.67,3.5,2022-08-20 00:04:45.805934240,2022-08,2022-08
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Office Supplies,Envelopes,64.848,7,0.2,24.318,0.38,51.88,2022-08-20 04:28:11.740176416,2022-08,2022-08
First Class,Home Office,United States,North Las Vegas,Nevada,89031,West,Furniture,Furnishings,14.56,2,0.0,5.5328,0.38,14.56,2022-08-20 08:51:37.674418592,2022-08,2022-08
Same Day,Consumer,United States,Freeport,New York,11520,East,Furniture,Chairs,102.582,1,0.1,6.8388,0.07,92.32,2022-08-20 13:15:03.608660768,2022-08,2022-08
Same Day,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Paper,20.04,3,0.0,9.6192,0.48,20.04,2022-08-20 17:38:29.542902976,2022-08,2022-08
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,32.088,7,0.2,11.2308,0.35,25.67,2022-08-20 22:01:55.477145152,2022-08,2022-08
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,4305.552,6,0.2,1453.1238,0.34,3444.44,2022-08-21 02:25:21.411387328,2022-08,2022-08
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,10.02,3,0.0,4.4088,0.44,10.02,2022-08-21 06:48:47.345629504,2022-08,2022-08
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,631.96,4,0.0,303.3408,0.48,631.96,2022-08-21 11:12:13.279871680,2022-08,2022-08
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,1577.94,3,0.0,757.4112,0.48,1577.94,2022-08-21 15:35:39.214113856,2022-08,2022-08
Same Day,Corporate,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Art,255.85,7,0.0,112.574,0.44,255.85,2022-08-21 19:59:05.148356064,2022-08,2022-08
Second Class,Corporate,United States,Delray Beach,Florida,33445,South,Office Supplies,Storage,184.704,6,0.2,13.8528,0.08,147.76,2022-08-22 00:22:31.082598240,2022-08,2022-08
Second Class,Corporate,United States,Delray Beach,Florida,33445,South,Technology,Accessories,47.92,2,0.2,11.98,0.25,38.34,2022-08-22 04:45:57.016840416,2022-08,2022-08
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,15.936,4,0.2,5.1792,0.32,12.75,2022-08-22 09:09:22.951082592,2022-08,2022-08
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,8.001,7,0.7,-5.6007,-0.7,2.4,2022-08-22 13:32:48.885324768,2022-08,2022-08
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,398.972,2,0.3,-28.498,-0.07,279.28,2022-08-22 17:56:14.819566944,2022-08,2022-08
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Bookcases,163.88,2,0.0,40.97,0.25,163.88,2022-08-22 22:19:40.753809152,2022-08,2022-08
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Appliances,67.9,5,0.0,20.37,0.3,67.9,2022-08-23 02:43:06.688051328,2022-08,2022-08
Standard Class,Consumer,United States,West Palm Beach,Florida,33407,South,Office Supplies,Paper,72.224,4,0.2,25.2784,0.35,57.78,2022-08-23 07:06:32.622293504,2022-08,2022-08
Second Class,Consumer,United States,Fort Collins,Colorado,80525,West,Office Supplies,Labels,11.696,2,0.2,3.9474,0.34,9.36,2022-08-23 11:29:58.556535680,2022-08,2022-08
Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Furniture,Chairs,392.94,3,0.0,43.2234,0.11,392.94,2022-08-23 15:53:24.490777856,2022-08,2022-08
First Class,Consumer,United States,Monroe,North Carolina,28110,South,Furniture,Furnishings,18.176,1,0.2,4.7712,0.26,14.54,2022-08-23 20:16:50.425020032,2022-08,2022-08
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,6.888,3,0.8,-11.0208,-1.6,1.38,2022-08-24 00:40:16.359262208,2022-08,2022-08
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Furniture,Tables,457.485,3,0.3,-84.9615,-0.19,320.24,2022-08-24 05:03:42.293504416,2022-08,2022-08
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,1079.316,6,0.3,-15.4188,-0.01,755.52,2022-08-24 09:27:08.227746592,2022-08,2022-08
Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,48.91,1,0.0,22.9877,0.47,48.91,2022-08-24 13:50:34.161988768,2022-08,2022-08
First Class,Consumer,United States,Dover,Delaware,19901,East,Office Supplies,Art,9.84,3,0.0,2.8536,0.29,9.84,2022-08-24 18:14:00.096230944,2022-08,2022-08
First Class,Consumer,United States,Dover,Delaware,19901,East,Office Supplies,Binders,34.5,3,0.0,15.525,0.45,34.5,2022-08-24 22:37:26.030473120,2022-08,2022-08
Same Day,Corporate,United States,Waco,Texas,76706,Central,Office Supplies,Binders,0.556,1,0.8,-0.9452,-1.7,0.11,2022-08-25 03:00:51.964715296,2022-08,2022-08
Second Class,Consumer,United States,Hagerstown,Maryland,21740,East,Office Supplies,Binders,43.8,6,0.0,20.586,0.47,43.8,2022-08-25 07:24:17.898957504,2022-08,2022-08
Standard Class,Corporate,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,13.872,3,0.2,5.0286,0.36,11.1,2022-08-25 11:47:43.833199680,2022-08,2022-08
Standard Class,Corporate,United States,Cleveland,Ohio,44105,East,Furniture,Bookcases,115.96,4,0.5,-64.9376,-0.56,57.98,2022-08-25 16:11:09.767441856,2022-08,2022-08
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Technology,Accessories,41.424,2,0.2,8.2848,0.2,33.14,2022-08-25 20:34:35.701684032,2022-08,2022-08
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Technology,Phones,244.768,4,0.2,24.4768,0.1,195.81,2022-08-26 00:58:01.635926208,2022-08,2022-08
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,74.352,3,0.2,6.5058,0.09,59.48,2022-08-26 05:21:27.570168384,2022-08,2022-08
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,4.312,2,0.8,-6.8992,-1.6,0.86,2022-08-26 09:44:53.504410592,2022-08,2022-08
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Furniture,Chairs,56.686,1,0.3,-20.245,-0.36,39.68,2022-08-26 14:08:19.438652768,2022-08,2022-08
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Technology,Phones,97.968,2,0.2,6.123,0.06,78.37,2022-08-26 18:31:45.372894944,2022-08,2022-08
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,7.872,3,0.2,0.8856,0.11,6.3,2022-08-26 22:55:11.307137120,2022-08,2022-08
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,0.35,12.44,2022-08-27 03:18:37.241379296,2022-08,2022-08
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,1.476,1,0.8,-2.2878,-1.55,0.3,2022-08-27 07:42:03.175621472,2022-08,2022-08
Standard Class,Home Office,United States,Santa Fe,New Mexico,87505,West,Office Supplies,Art,8.4,5,0.0,2.184,0.26,8.4,2022-08-27 12:05:29.109863680,2022-08,2022-08
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,6.56,2,0.0,1.9024,0.29,6.56,2022-08-27 16:28:55.044105856,2022-08,2022-08
